id,artista,link,titulo,letra
178,Anitta,https://www.vagalume.com.br/anitta/perdendo-a-mao-part-seakret-jojo-marontinni.html,"Perdendo a Mão (part. Seakret, Jojo Marontinni)","Toda vez que a gente sai é mó emoçãoSó fala besteira, desce até o chãoTu é minha parceira ou talvez meu irmãoMas pegou esse cara e tá perdendo a mãoEle é bonito dá até pra entenderMas já tá pirando querendo te prenderControla tua roupa, tuas amiga e os rolêSe eu fosse você botava ele pra correrVocê é a mais brava dessa festa aquiTá deixando ele te diminuirTá falando sério ou é pra gente rir? (ha ha ha ha)Vê se vale a pena esse cara aíJá dei meu recado agora vou ralarAinda dá tempo se quiser chegarSou família, eu não vou te abandonarQuando o beat entrar sei que cê vai gostar (o quê?)Hey hey hey, vaiToda vez que a gente sai é mó emoçãoSó fala besteira, desce até o chãoTu é minha parceira ou talvez meu irmãoMas pegou esse cara e tá perdendo a mãoEle é bonito dá até pra entenderMas já tá pirando querendo te prenderControla tua roupa, tuas amiga e os rolêSe eu fosse você botava ele pra correrVocê é a mais brava dessa festa aqui. (ah é)Tá deixando ele te diminuir (qual foi)Tá falando sério ou é pra gente rir? (ha ha ha ha)Vê se vale a pena esse cara aíJá dei meu recado agora vou ralar (já deu)Ainda dá tempo se quiser chegarSou família, eu não vou te abandonarQuando o beat entrar sei que cê vai gostar (o quê?)Hey hey hey, vai(Tá bagunçado esse beat hein?)Toda vez que a gente sai é mó emoçãoSó fala besteira, desce até o chãoTu é minha parceira ou talvez meu irmão (acelera, acelera)Mas pegou esse cara e tá perdendo a mãoEle é bonito dá até pra entenderMas já tá pirando querendo te prenderControla tua roupa, tuas amiga e os rolêSe eu fosse você mandava ele se fo#"
179,Anitta,https://www.vagalume.com.br/anitta/perfume-musica-boa-ao-vivo.html,Perfume (Música Boa Ao Vivo),"Se vinha com o coração fechadoCom medo da tristeza do passadoAndando no caminho da razãoVocê apareceu na minha vidaAbriu a porta pra uma saídaSão coisas que não tem explicaçãoDe repente eu me entregueiNão lutei, não resistiQuando menos esperavaO teu perfume estava aquiEspalhado pelo arMe chamando pra deitarE morrendo de saudadeTe encontrei no meu lugarMeu amorLevei tanto tempo para encontrarAlguém que chegasse pra me libertarMe entreguei de novo a mais quem diriaMeu amorEsse sentimento no meu coraçãoVeio pra acabar de vez com a solidãoOutra vez sentindo essa alegriaÉ o amorSe vinha com o coração fechadoCom medo da tristeza do passadoAndando no caminho da razãoVocê apareceu na minha vidaAbriu a porta pra uma saídaSão coisas que não tem explicaçãoDe repente eu me entregueiNão lutei, não resistiQuando menos esperavaO teu perfume estava aquiEspalhado pelo arMe chamando pra deitarE morrendo de saudadeTe encontrei no meu lugarMeu amorLevei tanto tempo para encontrarAlguém que chegasse pra me libertarMe entreguei de novo a mais quem diriaMeu amorEsse sentimento no meu coraçãoVeio pra acabar de vez com a solidãoOutra vez sentindo essa alegriaÉ o amor"
180,Anitta,https://www.vagalume.com.br/anitta/pode-chegar-part-nego-do-borel.html,Pode Chegar (Part. Nego do Borel),Eu vim pra provocarDesejo e seduçãoFazer você pirarComer na minha mãoEu quero aproveitarVem que hoje eu tô acesaSe não quer então me deixa(refrão)Deixa de. de. deEntão me deixaDeixa de. de. deEntão me deixaDeixa de. de. deEntão me deixaSe não quer então me deixaQuando o som começarNinguém pode pararTe ganhei só no olharDescendo devagarEu cheguei e vou dançarSem hora pra acabarQuem quiser pode chegar[Nego do Borel]Cheguei na paradaDj solta o tamborAs mina perde a linhaPorque sabe quem chegouO rei do pistãoQue te leva pro o céuE só pras atrevidasEu sou o Nego do BorelEla tá soltinhaE já tá na minhaEntão vem novinhaQuebra tudo na palminha vai![anitta]Agora eu vou descerFazer o chão tremerNão me procura porqueHoje eu quero me perderEu vim pra provocarDesejo e seduçãoFazer você pirarComer na minha mãoEu quero aproveitarVem que hoje eu tô acesaSe não quer então me deixa(refrão)Deixa de. de. deEntão me deixaDeixa de. de. deEntão me deixaDeixa de. de. deEntão me deixaSe não quer então me deixa[nego do borel]Cheguei na paradaDj solta o tamborAs mina perde a linhaPorque sabe quem chegouO rei do pistãoQue te leva pro o céuE só pras atrevidasEu sou o nego do borelEla tá soltinhaE já tá na minhaEntão vem novinhaQuebra tudo na palminha[anitta]Agora eu vou descerFazer o chão tremerNão me procura porqueHoje eu quero me perderEu vim pra provocarDesejo e seduçãoFazer você pirarComer na minha mãoEu quero aproveitarVem que hoje eu tô acesaSe não quer então me deixa(refrão)Deixa de. de. deEntão me deixaDeixa de. de. deEntão me deixaDeixa de. de. deEntão me deixaSe não quer então me deixa
181,Anitta,https://www.vagalume.com.br/anitta/poquito-feat-swae-lee.html,Poquito (feat. Swae Lee),"(Poquito, it only takes a little bit)(Just poquito, to get you hooked on all of this)(Like qué rico, just enough to make a mess)(Once you know, you can't resist)(U-uh, u-uh)I got him on the wayDrivin' here with no brakesMy address in his waysAnd you know that it's savedThe way that I put it downHe always come aroundHe been lost, now he foundHe been lost, now he foundAy-ay-ay-ay-ay-yaI got him talking li-I-I-ike it's loveI'm gonna get him hi-I-I-igh enoughI got him talkingli-I-I-ike it's love, lovePoquito, it only takes a little bitJust poquito, to get you hooked on all of thisLike qué rico, just enough to make a messOnce you know, you can't resistU-uh, u-uhPoquito, it only takes a little bitJust poquito, to get you hooked on all of thisLike qué rico, just enough to make a messOnce you know, you can't resistU-uh, u-uhGive me feelings that'll never go away babeLove you like crazyMan, fucking you the greatestAlways askin' 'bout my current situationDidn't wanna have youCaught up in a love triangle, ohI fucked up on that ""we"" shitFew girls for me, they ain't share (Yo)Why me? I gave her a few reasons (Couple of reasons)Pullin' up till we in wheelchairs (Yeah)What's the ride like, let me knowBad bitch come forward just a little bit moreSkipping all conversations and side notesLove that she's perfect from her head to toe (Yeah)Poquito, it only takes a little bitJust poquito, to get you hooked on all of thisLike qué rico, just enough to make a messOnce you know, you can't resistU-uh, u-uhPoquito, it only takes a little bitJust poquito, to get you hooked on all of thisLike qué rico, just enough to make a messOnce you know, you can't resistU-uh, u-uh(Ay-ay-ay-ay-ay-ya)(I got him talking li-I-I-ike it's love)(I'm gonna get him hi-I-I-igh enough)(I got him talking li-I-I-ike it's love, uh)Poquito, it only takes a little bitJust poquito, to get you hooked on all of thisLike qué rico, just enough to make a messOnce you know, you can't resistU-uh, u-uhPoquito, it only takes a little bitJust poquito, to get you hooked on all of thisLike qué rico, just enough to make a messOnce you know, you can't resistU-uh, u-uh"
182,Anitta,https://www.vagalume.com.br/anitta/posso-ser.html,Posso Ser,"Eu sei de tudo agoraSe liga, senta e choraNão adianta explicarSai, vai emboraProcura suas amigasNão sou tua meninaNão pode, sai de cimaAcabou sua horaVou pra night de sainhaE não volto sozinhaHoje eu quero, eu vou me acabarJá ela nem chega juntoVaza sai do meu mundoNão tenho ideia pra te darRala, vai pra casa, paraDe fazer pirraçaTô ligada na suaVazaBem feito agora, passaChega de palhaçadaEu não sou mais suaEu posso serDo Betinho, Gabriel, RonaldinhoOu de ninguémMas eu não sou mais suaEu posso serDo Adriano, do Bruno, do Caio, JuniorOu de ninguémMas eu não sou mais suaEu sei de tudo agoraSe liga, senta e choraNão adianta explicarSai, vaiProcura suas amigasNão sou tua meninaNão pode, sai de cimaAcabou sua horaVou pra night de sainhaE não volto sozinhaHoje eu quero, eu vou me acabarJá ela nem chega juntoVaza sai do meu mundoNão tenho ideia pra te darRala, vai pra casa, paraDe fazer pirraçaTô ligada na suaVazaBem feito agora, passaChega de palhaçadaEu não sou mais suaEu posso serDo Betinho, Gabriel, RonaldinhoOu de ninguémMas eu não sou mais suaEu posso serDo Adriano, do Bruno, do Caio, JuniorOu de ninguémMas eu não sou mais suaEu posso serEu posso serEu posso ser de todo mundoMas eu não vou ser mais sua, não"
183,Anitta,https://www.vagalume.com.br/anitta/pra-todas-elas-dj-tubarao-part-anitta.html,Pra Todas Elas (Dj Tubarão Part. Anitta),"Essa é pras mina atrevida (vem!)Daquele jeito abusadoPras sapecas e pras danadasPra todas elasSenta! eu sei que tu aguenta!Sobe! eu sei que tu pode!Desce! eu sei que tu mexe!E pode vim, meu bem!Senta! eu sei que tu agüenta!Sobe! eu sei que tu pode!Desce! eu sei que tu mexe!Pode vim!Pensou que eu era de bobeiraEntão agora aguenta. me levou pra bagunçaE já ouviu ""ela arrebenta! ""Se é pra me ver causarVou te contar que eu representoEsquece a princesinha que eu te mostro o meu talentoEla malha de segunda a sextaToda trabalhada no shake de wheyEla escolhe a roupa do momentoEla senta e rebola ao som do djO estilo da mina é top, deixa a rapaziada em choqueVagabundo pira no decoteTá com tudo em cima, ela podeDaquele jeito!Senta! eu sei que tu agüenta!Sobe! eu sei que tu pode!Desce! eu sei que tu mexe!E pode vim, meu bem!Senta! eu sei que tu agüenta!Sobe! eu sei que tu pode!Desce! eu sei que tu mexe!E pode vim!(vai!) essa é pras mina atrevida(eu desço te olhando, você olha pra mim!)Daquele jeito abusado(tá ficando louco, eu gosto assim!)Pras sapecas e pras danadasPra todas elasSenta! eu sei que tu aguenta!Sobe! eu sei que tu pode!Desce! eu sei que tu mexe!E pode vim, meu bem!Senta! eu sei que tu aguenta!Sobe! eu sei que tu pode!Desce! eu sei que tu mexe!E pode vim!Pensou que eu era de bobeiraEntão agora aguenta. me levou pra bagunçaE já ouviu ""ela arrebenta! ""Se é pra me ver causarVou te contar que eu representoEsquece a princesinha que eu te mostro o meu talentoEla malha de segunda a sextaToda trabalhada no shake de wheyEla escolhe a roupa do momentoEla senta e rebola ao som do djO estilo da mina é top, deixa a rapaziada em choqueVagabundo pira no decote, tá com tudo em cimaEla podeDaquele jeito!Senta! eu sei que tu aguenta!Sobe! eu sei que tu pode!Desce! eu sei que tu mexe!E pode vim, meu bem!Senta! eu sei que tu agüenta!Sobe! eu sei que tu pode!Desce! eu sei que tu mexe!E pode vim!(vai!) essa é pras mina atrevida(eu desço te olhando, você olha pra mim!)Daquele jeito abusado(tá ficando louco, eu gosto assim!)Pras sapecas e pras danadasPra todas elas"
184,Anitta,https://www.vagalume.com.br/anitta/pretin-cover-flora-matos.html,Pretin (Cover. Flora Matos),"PretinDesse jeito 'cê' me deixa loucaTomando coragem pra beijar sua bocaMesmo que 'cê' não saibaSou eu, não tem outra, pra mudar sua vida assim só eu(louca)Hoje ele acordou e assuviouA Flora acordou e te respondeuQuando ele queria um beijo eraQuando ela respondia era tipoEle dizia: 'Eu tô te querendo'Ela dizia: 'Já tô descendo'Ele dizia: 'Então vem correndo'Ela dizia: 'É isso 'memo'Me levou pra passear depoisE fez com que esse amor crescesse tanto em mimMe levou pra um lugaronde quando um amor começa jamais haverá um fimDominou meu coração de uma forma tão sútilMais eu não consegui dormirE o meu pretinho querendo meu xamegoJá não tinha porque se esconder assimPretinDesse jeito 'cê' me deixa loucaTomando coragem pra beijar sua bocaMesmo que 'cê' não saibaSou eu não tem outra, pra mudar sua vida assim só eu(louca)Pretin"
185,Anitta,https://www.vagalume.com.br/anitta/principe-de-vento.html,Príncipe de Vento,"Me belisca eu tô sonhando, como pode serPerfeição igual a essa é ruim de aparecerÉ um príncipe encantado, me hipnotizouPerfeito, tipo um galã de filme de amorEle é bronzeadoDa cor do pecadoUm corpo perfeitoSem mulher do ladoNão tem aliançaEntrou na minha dançaMas abriu a boca e eu acordei, caí da camaA tua idéia é fútilTua cantada inútilE de pegada é fracoNão vai rolar, é fatoTua cabeça é de ventoMelhor ficar caladoO príncipe encantadoQue pra mim já virou sapoA tua idéia é fútilTua cantada inútilE de pegada é fracoNão vai rolar, é fatoTua cabeça é de ventoMelhor ficar caladoO príncipe encantadoQue pra mim já virou sapoMe belisca eu tô sonhando, como pode serPerfeição igual a essa é ruim de aparecerÉ um príncipe encantado, me hipnotizouPerfeito, tipo um galã de filme de amorEle é bronzeadoDa cor do pecadoUm corpo perfeitoSem mulher do ladoNão tem aliançaEntrou na minha dançaMas abriu a boca e eu acordei, caí da camaA tua idéia é fútilTua cantada inútilE de pegada é fracoNão vai rolar, é fatoTua cabeça é de ventoMelhor ficar caladoO príncipe encantadoQue pra mim já virou sapoA tua idéia é fútilTua cantada inútilE de pegada é fracoNão vai rolar, é fatoTua cabeça é de ventoMelhor ficar caladoO príncipe encantadoQue pra mim já virou sapo"
186,Anitta,https://www.vagalume.com.br/anitta/profissoes.html,Profissões,"Quando você crescerDiz aí o que você quer ser… oh oh ohSe na lua quer pisarDe foguete viajarVoar pela via lácteaTem que ser astronautaSe gosta de ensinar1, 2, 3 E o b a báCada letra, cada corTem que ser professorQuando você crescerDiz aí o que você quer ser… oh oh ohE se gosta de cuidarDas pessoas ajudarPra curar quem sente dorTem que ser médicoSe gosta de descobrirNovas coisas por aíExplorar todas as pistasTem que ser cientistaQuando você crescerDiz aí o que você quer ser… oh oh ohMas tem que estudar, hein?"
187,Anitta,https://www.vagalume.com.br/anitta/proposta.html,Proposta,"Se você quer ficar, tem que me conquistarPra eu não mandar sumir, pra eu não mandar ralarTem que me envolver, tem que me convencerSe não eu vou gritar... evaporaNão toque no meu cabelo, você não é escovaSó manda papo errado, pensa que eu sou bobaTá se achando o brabo, crente que é o caraMas meu sensor de mané, me deixa ligadaÉ, aceita, sai, da mesaNão encosta nãoÉ, aceita, sai, da mesaNão encosta nãoEu quero outra propostaSe você quer ficar, tem que me conquistarPra eu não mandar sumir, pra eu não mandar ralarTem que me envolver, tem que me convencerSe não eu vou gritar... evaporaNão toque no meu cabelo, você não é escovaSó manda papo errado, pensa que eu sou bobaTá se achando o brabo, crente que é o caraMas meu sensor de mané, me deixa ligadaÉ, aceita, sai, da mesaNão encosta nãoÉ, aceita, sai, da mesaNão encosta nãoEu quero outra proposta"
188,Anitta,https://www.vagalume.com.br/anitta/quem-sabe.html,Quem Sabe,"Quem mandou você implicar comigoFazendo piadinhas, se exibindo pros amigosAgora vai ter aguentar a minha ironiaMe chamou no canto para conversarPediu desculpas, disse que era sem pensarE que não ia se repetir o que aconteceu aliMe fiz de esperta, ganhei muito chamegoValorizei a cena, ainda dei um baita geloSó pra ver você louquinho por mimTe vi num desespero e até ficou vermelhoQuem diria você apaixonado assimMe encontro com você depois, quem sabePra gente se entenderFicar até tardeContando as estrelas lá no céuFazer jura de amor virar lua de melSe você soubesse que eu nem ligoDas suas brincadeira com seus amigosSó faço isto pra te ouvir dizerMinha menina, eu te amo, sem você não sei viverQuem mandou você implicar comigoFazendo piadinhas, se exibindo pros amigosAgora vai ter aguentar a minha ironiaMe chamou no canto para conversarPediu desculpas, disse que era sem pensarE que não ia se repetir o que aconteceu aliMe fiz de esperta, ganhei muito chamegoValorizei a cena, ainda dei um baita geloSó pra ver você louquinho por mimTe vi num desespero e até ficou vermelhoQuem diria você apaixonado assimMe encontro com você depois, quem sabePra gente se entenderFicar até tardeContando as estrelas lá no céuFazer jura de amor virar lua de melSe você soubesse que eu nem ligoDas suas brincadeira com seus amigosSó faço isto pra te ouvir dizerMinha menina, eu te amo, sem você não sei viverMe encontro com você depois, quem sabePra gente se entenderFicar até tardeContando as estrelas lá no céuFazer jura de amor virar lua de melSe você soubesse que eu nem ligoDas suas brincadeira com seus amigosSó faço isto pra te ouvir dizerMinha menina, eu te amo, sem você não sei viver"
189,Anitta,https://www.vagalume.com.br/anitta/r-i-p.html,R.I.P.,"Bim-bari-bom-bom, bari-bom-bomBim-bari-bom-bom, bari-bom-bomBim-bari-bom-bom, bari-bomBim-bari-bom-bom, bari-bom-bomBim-bari-bom-bom, bari-bomDon't know what's going onPero me siento peligrosaFeel it in my veins, aye-ayeMe vale tu opiniónporque mi boca hoy va de rosaDrama's dead to me, bye, byeWhy, why would I waste my time?Why wasting my time?(Why, why?)Perdiste mi atenciónporque no ando de curiosaI only wanna feel good vibesAy, no me duele decirte que (Yeah)Ay, I'm so done with youR-R-R. I. P. to the bullshitBrush it off like cool whipRaise 'em up to the ceiling'Cause I know that you feel, that you feel meR. I. P. to the bullshitBrush it off like cool whipRaise 'em up to the ceiling'Cause I know that you feel, that you feelThat you feel, that you feel meBim-bari-bom-bom, bari-bom-bomBim-bari-bom-bom, bari-bomBim-bari-bom-bom, bari-bom-bomBim-bari-bom-bom, bari-bomTodo lo que di-, dije-dije me lo ahorroTodo lo que di-, diga-digan (Bye, bye)Me hablan al oídoy yo lo saco por el otroTodo lo que di-, diga-digan (Bari-bom)So why, why would I waste my time?Why wasting my time?Perdiste mi atenciónporque no ando de curiosaI only wanna feel good vibesAy, no me duele decirte que (Yeah)Ay, I'm so done with youR-R-R. I. P. to the bullshit (What?)Brush it off like cool whipRaise 'em up to the ceiling'Cause I know that you feel, that you feel meR. I. P. to the bullshit (What?)Brush it off like cool whipRaise 'em up to the ceiling'Cause I know that you feel, that you feelThat you feel, that you feel meBim-bari-bom-bom, bari-bom-bomBim-bari-bom-bom, bari-bomBim-bari-bom-bom, bari-bom-bomBim-bari-bom-bom, bari-bomDon't waste your timeon what they saying, no, no(You don't need to)A gente veio have funY así es cómo yo muevo la cadera(Muévelo, muévelo)Biri-bam, biri-bamQue se mueva, o no pisen, I'm doneR-R-R. I. P. to the bullshBrush it off like cool whipRaise 'em up to the ceiling'Cause I know that you feel, that you feel meR. I. P. to the bullshitBrush it off like cool whip (Oh yeah)Raise 'em up to the ceiling (Oh yeah)'Cause I know that you feel, that you feelThat you feel, that you feel meBim-bari-bom-bom, bari-bom-bomBim-bari-bom-bom, bari-bom (Ooh)Bim-bari-bom-bom, bari-bom-bomBim-bari-bom-bom, bari-bomBim-bari-bom-bom, bari-bom-bomBim-bari-bom-bom, bari-bomBim-bari-bom-bom, bari-bom-bom (Ta-Ta-Tainy)Bim-bari-bom-bom, bari-bom"
190,Anitta,https://www.vagalume.com.br/anitta/rave-de-favela-part-major-lazer-mc-lan.html,Rave de Favela (Part. Major Lazer & MC Lan)									,"Ai!HmmAnitta, Major LazerE eleMC Lan, novamente!Bala, cachaça (Yeah) , docinho (Sim) , garrafa (Huh)Camarote, pulseira (Ahn) , mulheres (Sim) , solteiras (Eu)Tem loira? (Huh) Tá tenoMorena? Tá tenoPretinha? Tá tenoE as ruiva? Tá tenoTem combo, MD, área VIP (Ah, tem)Tem gin, tem whisky, tem drink (Chega)Tem fumaça, Vermouth e narguile (Narguile)Tem after na melhor suíte (Ah, tem)Tem funk, tem muita novinha (Novinha)Tem sexo, mas tem camisinha (Ah, tem)Menino que beija meninaQue beija menino, que beija menina (Menina)Tem Diplo, tem Lan, tem AnittaTem bunda, tem baile, tem ousadiaTem copo pra cima (Vai) , loucura (Vai) e nós bolaAhh, é rave, porra!Ahh, é rave, porra!Now drop, drop, drop, dropDrop, drop, drop, drop, drop, dropDrop, drop, drop, drop, dropGimme dat bumpa dehBumpa dehGimme dat bumpa dehBumpa dehJá tá avisado, tá dado o recadoSó vem preparado que o bagulho é tensoBolso lotado, tá tudo regadoQuem tá do meu lado nem tá entendendoRave com funk ficou excitanteTô querendo ver tu colar aqui dentroVem pro mirante, te finjo um romanceSó tem uma chance pra esse momentoTô louca, bateu agoraAproveita, já chega e botaMe toca, já chega e botaVai, vai, vaiAhh, é rave, porra!Drop on your knees, bend down lowMake sure your backside don't touch the floorDrop on your knees, bend down lowMake sure your backside don't touch the floorOoh yeah, ooh yeah, ooh yeah, ooh yeahOoh yeah, ooh yeah, ooh yeah, ooh yeahWooly, wooly, wooly, woolyWooly, wooly, woolyWhineDip it and drop it thenDip it and drop it thenDip it and drop it thenWhineDip it and drop it thenDip it and drop it thenDip it and drop it thenWhineWhine, whine, whine, whineWhine, whine, whine, whine, whineWhine, whine, whine, whineWhine, whine, whine, whine, whine, whineBumpa deh, gimme dat bumpa deh (Gimme dat)Bumpa deh, gimme dat bumpa deh (Gimme dat)Pump it, pump it, pump it, pump itPump it, pump it, pump it, pump itPump it, pump it, pump it, pump itPump it, pump itAhh, é rave, porra!"
191,Anitta,https://www.vagalume.com.br/anitta/rosa-con-prince-royce.html,Rosa (con Prince Royce),"Yeah-ehYeah-eh(Prince Royce)Ro-Ro-Ro-RoyceAnitta, AnittaAy, no vayas a parar, que quiero gritarY la última vez la poli me vino a buscarDesde donde estoy no te voy a negarLo que me quiere' dar yo lo quiero másY yo quiero más, no vayas a pararQue lo fácil se viene, ya fácil se vaNo te voy a negar, no vayas a pararNo vayas a pagar, que no quieroDice que no pare cuando me regala rosa'Dice que no pare, con cuida'ito las tocaDice que no pare cuando me regala rosa'Dice que no pare, con cuida'ito las tocaAy, no vayas a parar, que quiero gritarY la última vez la poli me vino a buscarDesde donde estoy no te voy a negarLo que me quiere' dar yo lo quiero másY yo quiero más, no vayas a pararQue lo fácil se viene, ya fácil se vaNo te voy a negar, no vayas a pararNo vayas a pagar, que no quieroDice que no pare cuando me regala rosa'Dice que no pare, con cuida'ito las toca (Aah)Dice que no pare cuando me regala rosa'Dice que no pare, con cuida'ito las tocaYeah, todas las demás a ti te tienen celosTú eres el cien, y las otra' los cero'Después del segundo siempre viene el tercero¿Qué tienes por ahí? Dime, ¿qué tienes por ahí?Me pongo nerviosa cuando me dice que no pareHoy sale esta tarde hermosa, quiero otra vez darte rosasDice que no pare cuando me regala rosa' (Oh, baby)Dice que no pare, con cuida'ito las toca(Con cuida'ito las toca)Dice que no pare cuando me regala rosa'Dice que no pare, con cuida'ito las toca (Yeah-yeah)Ay, no vayas a parar, que quiero gritarY la última vez la poli me vino a buscarDesde donde estoy no te voy a negarLo que me quiere' dar yo lo quiero másY yo quiero más, no vayas a pararQue lo fácil se viene, ya fácil se vaNo te voy a negar, no vayas a pararNo vayas a pagar, que no quiero"
192,Anitta,https://www.vagalume.com.br/anitta/sai-da-frente.html,Sai da Frente,"Sai da frente, abre espaçoChegamos no pedaçoCom a gente no buraco fica mais embaixoAgora me seguraMe provocou, aturaMantenha sua postura porque eu vou com tudoPara porque agora nosso bonde vai passarNão me para, porque agora eu não quero mais pararPara agora que você deixou envolverAgora já tá tarde pra se arrependerQuero ver se você tem mesmo disposiçãoChega mais, sobe o somEu vou te botar pressãoQuero ver se você consegue se controlarPorque eu não vou parar agora"
193,Anitta,https://www.vagalume.com.br/anitta/shake-it-off.html,Shake It Off,"I stay out too lategot nothing in my brainthat's what people saythat's what people sayI go on too many datesbut I can't make them stayat least that's what people saythat's what people saybut I keep cruisingcan't stop, won't stop movingit's like I got this musicin my mind, saying it's gonna be alrightcause the players gonna play, play, playand the haters gonna hate, hate, hatebaby I'm just gonna shake, shake, shakeshake it offheartbreakers gonna break, break, break, break, breakand the fakers gonna fake, fake, fake, fake, babybaby I'm just gonna shake, shake, shakeshake it off, shake it offI never miss a beatI'm lighting up my feetand that's what they don't seethat's what they don't seeI'm dancing on my ownI'll make the moves up as I goand that's what they don't knowthat's what they don't knowbut I keep cruisingcan't stop, won't stop groovingit's like I got this musicin my mind, saying it's gonna be alrightcause the players gonna play, play, playand the haters gonna hate, hate, hatebaby I'm just gonna shake, shake, shakeshake it offheartbreakers gonna break, break, break, break, breakand the fakers gonna fake, fake, fake, fake, babybaby I'm just gonna shake, shake, shakeshake it off, shake it offhey, hey, heyjust think while you been getting downand out about the liarsand the dirty dirty cheats of the worldyou could have been getting down to this sick beatmy ex man brought his new girlfriendshe's like oh my godI'm just gonna shakeand to the fella over there with the hella good hairwon't you come on over baby we could shake, shakecause the players gonna play, play, playand the haters gonna hate, hate, hatebaby I'm just gonna shake, shake, shakeshake it offheartbreakers gonna break, break, break, break, breakand the fakers gonna fake, fake, fake, fake, babybaby I'm just gonna shake, shake, shakeshake it off, shake it offshake it offshake it offshake it off"
194,Anitta,https://www.vagalume.com.br/anitta/show-completo.html,Show Completo,Agora diz que me querSe liga sai do meu péSe pensa em me convencer é melhor nem tentarJá teve a chance não deuTentou a sorte perdeuBateu saudades então fecha os olhos pra lembrarOlha deseja mas não chega pertoNão perde a linha tenta ser discretoVocê não faz do jeito que eu queroEu gosto é do show completoQuem foi que disse que pegava forteQue eu tinha sorteQue era só mais uma pra sua coleçãoQuem foi que disseAgora eu quero vê você me esquecerAprende a liçãoAgora diz que me querSe liga sai do meu péSe pensa em me convencer é melhor nem tentarJá teve a chance não deuTentou a sorte perdeuBateu saudades então fecha os olhos pra lembrarOlha deseja mas não chega pertoNão perde a linha tenta ser discretoVocê não faz do jeito que eu queroEu gosto é do show completoQuem foi quem disse que pegava forteQue eu tinha sorteQue era só mais uma pra sua coleçãoQuem foi que disseAgora eu quero vê você me esquecerAprende a liçãoOlha deseja mas não chega pertoNão perde a linha tenta ser discretoVocê não faz do jeito que eu queroEu gosto é do show completoQuem foi quem disse que pegava forteQue eu tinha sorteQue era só mais uma pra sua coleçãoQuem foi que disseAgora eu quero vê você me esquecerAprende a liçãoE que pegava forteQue eu tinha sorteQue era só mais uma pra sua coleçãoQuem foi que disseAgora eu quero vê você me esquecerAprende a lição
195,Anitta,https://www.vagalume.com.br/anitta/show-das-poderosas-com-gloria-groove.html,Show Das Poderosas (Com Gloria Groove),"Prepara, que agora é a hora, do show das poderosasQue descem e rebolam, afrontam as fogosasSó as que incomodam, expulsam as invejosasQue ficam de cara quando tocaPrepara!Se não tá mais à vontade, sai por onde entreiQuando começo a dançar, eu te enlouqueço, eu seiMeu exército é pesado, e a gente tem poderAmeaça coisas do tipo: Você! Vai!Solta o som, que é pra me ver dançandoAté você vai ficar babandoPara o baile pra me ver dançandoChama atenção à toaPerde a linha, fica loucaSolta o som, que é pra me ver dançandoAté você vai ficar babandoPara o baile pra me ver dançandoChama atenção à toaPerde a linha, fica loucaPrepara, que agora é a hora, do show das poderosasQue descem e rebolam, afrontam as fogosasSó as que incomodam, expulsam as invejosasQue ficam de cara quando tocaPrepara!Se não tá mais à vontade, sai por onde entreiQuando começo a dançar, eu te enlouqueço, eu seiMeu exército é pesado, e a gente tem poderAmeaça coisas do tipo: Você! Vai!Solta o som, que é pra me ver dançandoAté você vai ficar babandoPara o baile pra me ver dançandoChama atenção à toaPerde a linha, fica loucaSolta o som, que é pra me ver dançandoAté você vai ficar babandoPara o baile pra me ver dançandoChama atenção à toaPerde a linha, fica loucaFica loucaFica loucaPrepara!"
196,Anitta,https://www.vagalume.com.br/anitta/sim-part-conecrew.html,Sim (Part. Conecrew),"Sim, se chega pro meu lado eu digo ""Sim! ""Cê tá jogando charme e é pra mimTe falo, cê passou, mas o teu cheiroTá aquiCabelo bagunçado, moreninO jeito de sorrir bem gostosinJá tô imaginando algum momentoNossoCê vem chegando de jeitoPegando no meu cabeloMas o que eu quero é te ouvirO papo é bom de um desejoEu tô querendo o teu beijoJá vamos partir daquiTudo que ela quer não tem pra ninguémFica do meu lado, eu te quero o bemDeixa eu te provar, quero te mostrar o solA lua e a madrugadaDança do meu lado, essa luz neonBeija a minha boca, tira o seu batomDeixa eu te levar pra outro lugarVem meu bem, é só dizer que ""Sim! ""Sim, tu chega pro meu lado eu digo ""Sim! ""Cê tá jogando charme e é pra mimTe falo, cê passou, mas o teu cheiroTá aquiCabelo bagunçado, moreninO jeito de sorrir bem gostosinJá tô imaginando algum momentoNossoCê vem chegando de jeitoPegando no meu cabeloMas o que eu quero é te ouvirO papo é bom já desejoEu tô querendo o teu beijoJá vamos partir daquiMexe a sua cintura e não paraFaz o quadradinho, só que na minha caraHoje eu quero você quase peladaSó que na minha casaÉ impossível não prestar atençãoAgora a minha intençãoMovida pela paixãoPorque você... meu fogo, você é minha fumaçaExpressão do desejo, minha libido, minha taraHoje vai ter"
